Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Propylene_ppb,1_3_Butadiene_ppb,Chloromethane_ppb,Bromomethane_ppb,Chloroethane_ppb,n_Hexane_ppb,Vinyl_chloride_ppb,HF_gas_ppm,HCl_gas_ppm,F2_upper_bound_ppm,HBr_upper_bound_ppm,Cout_liquide_USD,Valuable_Yield_pct,VOC_Total_ppm,Halogenated_VOC_Total_ppm,Hydrocarbon_VOC_Total_ppm,Inorganic_Halogen_Upper_Total_ppm
18.18,386.29,12.11,24.62,1.6,28.06,51.56,20.39,0.8,0.07,0.14,0.01,0.01,1.02,602965.186,147545.262,119525.654,6151.725,1261.24,890.0,390.0,11.708102,1.430991,0.378871,0.088798,363.6,71.95,878.7290669999999,127.328619,751.400448,13.606762000000002
47.79,400.96,20.16,10.72,0.5,35.26,49.59,15.15,1.15,0.09,0.2,0.04,0.02,1.5,658057.972,161408.256,123715.248,6751.41,1302.364,890.0,390.0,12.519835,1.530202,0.41256,0.096694,955.8,64.74000000000001,952.51525,132.159022,820.3562279999999,14.559290999999998
52.61,461.02,16.97,10.62,2.44,21.44,61.34,17.22,2.34,0.19,0.31,0.09,0.03,2.96,883611.669,218164.316,140867.734,9206.563,1470.729,890.0,390.0,15.843126,1.936382,0.550484,0.12902,1052.2,78.56,1254.601011,151.935026,1102.665985,18.459012
47.37,474.36,26.3,14.74,2.08,22.77,56.4,20.83,2.34,0.14,0.21,0.08,0.02,2.79,933709.677,230770.473,144677.493,9751.88,1508.124,890.0,390.0,16.581266,2.026599,0.581119,0.1362,947.4,77.22999999999999,1321.697647,156.327497,1165.37015,19.325184
61.27,476.99,26.69,13.56,3.3,34.38,49.82,15.8,2.37,0.12,0.29,0.06,0.03,2.87,943586.57,233255.795,145428.593,9859.39,1515.497,890.0,390.0,16.726791,2.044386,0.587159,0.137615,1225.4,65.62,1334.925845,157.19348000000002,1177.732365,19.495951
67.97,534.5,23.0,3.0,1.4,28.32,56.26,15.42,3.78,0.27,0.42,0.14,0.05,4.64,1159563.812,287602.132,161852.827,12210.302,1676.713,890.0,390.0,19.908983,2.43332,0.719228,0.168569,1359.4,71.67999999999999,1624.1857859999998,176.12984199999997,1448.055944,23.230100000000004
55.33,485.89,20.57,17.36,3.38,28.88,55.54,15.57,1.95,0.17,0.33,0.06,0.03,2.54,977010.279,241666.2,147970.337,10223.207,1540.446,890.0,390.0,17.219253,2.104575,0.607597,0.142406,1106.6,71.11,1379.690469,160.12399,1219.566479,20.073831
21.61,350.0,13.75,24.23,4.42,32.66,50.4,16.94,0.57,0.04,0.11,0.0,0.01,0.73,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,432.2,67.34,696.20006,115.379384,580.8206759999999,11.250437000000002
71.23,511.42,29.0,6.34,3.0,31.13,52.22,16.66,3.06,0.28,0.45,0.09,0.04,3.93,1072887.5,265791.778,155261.428,11266.831,1612.013,890.0,390.0,18.631901,2.277232,0.666225,0.156147,1424.6,68.88,1508.09955,168.53027200000002,1339.569278,21.731505
55.38,484.16,23.64,4.21,2.41,25.43,58.75,15.82,2.1,0.14,0.27,0.08,0.02,2.61,970513.311,240031.369,147476.267,10152.487,1535.596,890.0,390.0,17.123528,2.092876,0.603624,0.141474,1107.6,74.57,1370.9890299999995,159.55434999999997,1211.4346799999998,19.961502
20.93,391.31,10.84,33.92,3.59,26.53,54.28,19.19,1.11,0.08,0.11,0.03,0.01,1.34,621817.659,152289.109,120959.312,6356.934,1275.313,890.0,390.0,11.985873,1.46494,0.390399,0.0915,418.6,73.47,903.978327,128.981559,774.996768,13.932712
68.91,473.2,27.23,17.19,1.43,29.21,51.52,19.27,2.24,0.18,0.21,0.07,0.03,2.73,929353.328,229674.286,144346.21,9704.461,1504.872,890.0,390.0,16.51708,2.018754,0.578455,0.135575,1378.1999999999998,70.79,1315.863157,155.945543,1159.917614,19.249864
60.65,534.41,19.64,9.31,0.79,19.68,58.5,21.82,3.61,0.26,0.38,0.09,0.04,4.38,1159225.82,287517.083,161827.124,12206.623,1676.461,890.0,390.0,19.904003,2.432711,0.719021,0.16852,1213.0,80.32,1623.7331109999998,176.100208,1447.632903,23.224255000000003
57.52,509.07,20.21,10.65,1.67,29.66,55.55,14.78,2.85,0.26,0.42,0.08,0.02,3.63,1064062.138,263571.053,154590.294,11170.766,1605.426,890.0,390.0,18.501869,2.26134,0.660829,0.154882,1150.4,70.33,1496.2796770000002,167.756486,1328.523191,21.57892
22.74,389.5,10.39,25.87,3.11,31.77,49.82,18.41,0.58,0.09,0.07,0.0,0.01,0.76,615020.253,150578.678,120442.396,6282.945,1270.239,890.0,390.0,11.88572,1.4527,0.386242,0.090526,454.8,68.23,894.874511,128.38557999999998,766.4889310000001,13.815188
40.03,362.55,14.91,17.35,1.62,30.68,51.2,18.12,0.75,0.06,0.11,0.03,0.0,0.96,513810.261,125111.215,112745.767,5181.274,1194.691,890.0,390.0,10.3945,1.270439,0.324353,0.07602,800.6,69.32000000000001,759.323208,119.51173200000002,639.811476,12.065312
52.59,464.7,10.25,15.46,0.65,23.15,56.78,20.07,1.56,0.14,0.26,0.06,0.02,2.04,897431.809,221641.876,141918.702,9356.995,1481.045,890.0,390.0,16.04675,1.96127,0.558935,0.131,1051.8000000000002,76.85,1273.110427,153.146742,1119.9636850000002,18.697955
45.26,494.38,21.43,8.05,0.5,28.76,52.64,18.61,2.26,0.17,0.28,0.11,0.03,2.85,1008894.243,249689.16,150394.989,10570.264,1564.246,890.0,390.0,17.689029,2.161993,0.627094,0.146975,905.2,71.25,1422.392902,162.919499,1259.473403,20.625091
66.72,550.29,34.53,16.53,2.45,25.63,55.17,19.2,4.12,0.3,0.48,0.14,0.04,5.07,1218862.728,302523.514,166362.28,12855.771,1720.976,890.0,390.0,20.782689,2.540106,0.755488,0.177068,1334.4,74.37,1703.605269,181.329027,1522.276242,24.255351
70.56,451.14,21.2,12.64,1.72,31.46,49.79,18.75,1.8,0.14,0.29,0.03,0.03,2.3,846507.598,208827.821,138046.113,8802.685,1443.032,890.0,390.0,15.296437,1.869565,0.527795,0.123702,1411.2,68.53999999999999,1204.907249,148.68183000000002,1056.225419,17.817499
56.9,490.97,17.25,16.9,2.96,29.95,50.25,19.81,1.89,0.16,0.21,0.06,0.02,2.35,996088.08,246466.746,149421.13,10430.869,1554.686,890.0,390.0,17.500344,2.138931,0.619263,0.14514,1138.0,70.06,1405.2415109999995,161.796685,1243.444826,20.403678
63.62,477.41,21.27,10.73,1.03,29.48,51.77,18.75,2.26,0.17,0.37,0.07,0.03,2.91,945163.869,233652.691,145548.54,9876.559,1516.674,890.0,390.0,16.750031,2.047226,0.588123,0.137841,1272.4,70.52000000000001,1337.0383330000002,157.33177300000003,1179.70656,19.523221000000003
34.19,395.59,10.76,23.49,2.58,22.59,59.06,18.35,0.54,0.05,0.12,0.01,0.01,0.73,637891.083,156333.663,122181.634,6531.894,1287.311,890.0,390.0,12.222697,1.493886,0.400228,0.093803,683.8,77.41,925.505585,130.390839,795.1147460000001,14.210614
24.59,454.4,12.89,24.09,2.86,24.64,56.96,18.4,1.81,0.12,0.12,0.02,0.02,2.1,858750.439,211908.486,138977.133,8935.948,1452.171,890.0,390.0,15.476822,1.891612,0.535282,0.125457,491.8,75.36,1221.3041770000002,149.755252,1071.548925,18.029173
59.12,445.0,21.76,19.97,1.7,23.63,58.07,18.29,1.53,0.13,0.27,0.04,0.02,1.98,823448.995,203025.586,136292.595,8551.692,1425.82,890.0,390.0,14.956693,1.82804,0.513695,0.120397,1182.4,76.36,1174.024688,146.660107,1027.364581,17.418825
35.36,361.9,22.03,28.27,4.73,28.47,53.23,18.29,0.28,0.06,0.05,0.0,0.01,0.4,511369.204,124496.972,112560.134,5154.703,1192.868,890.0,390.0,10.358533,1.266044,0.32286,0.07567,707.2,71.52,756.0538809999999,119.297705,636.756176,12.023107
47.62,463.38,26.54,16.51,1.16,30.5,51.56,17.94,3.13,0.15,0.23,0.07,0.03,3.61,892474.585,220394.49,141541.724,9303.036,1477.344,890.0,390.0,15.973711,1.952343,0.555904,0.13029,952.4,69.5,1266.471179,152.71210399999998,1113.759075,18.612248
67.95,530.24,20.6,15.63,0.63,19.23,58.33,22.43,3.34,0.23,0.45,0.11,0.04,4.18,1143565.498,283576.478,160636.217,12036.161,1664.771,890.0,390.0,19.673265,2.40451,0.709445,0.166276,1359.0,80.75999999999999,1602.7591249999998,174.727149,1428.0319759999998,22.953496
30.5,433.3,16.42,14.32,0.5,26.92,56.76,16.32,1.13,0.09,0.13,0.04,0.01,1.4,779509.963,191969.211,132951.202,8073.415,1393.022,890.0,390.0,14.309299,1.748915,0.486827,0.1141,610.0,73.08,1115.176813,142.807639,972.369174,16.659141
23.0,391.01,11.35,14.03,4.87,36.88,48.71,14.42,1.26,0.05,0.1,0.02,0.0,1.43,620691.017,152005.612,120873.635,6344.671,1274.472,890.0,390.0,11.969273,1.462912,0.38971,0.091338,460.0,63.13,902.469407,128.882778,773.5866289999999,13.913232999999998
49.17,449.92,24.14,3.84,1.41,26.44,57.28,16.28,1.23,0.11,0.27,0.06,0.01,1.69,841925.921,207674.934,137697.694,8752.813,1439.612,890.0,390.0,15.228931,1.861314,0.524994,0.123045,983.4,73.56,1198.770974,148.28011899999998,1050.490855,17.738284
61.21,537.02,25.3,14.42,0.72,24.44,56.44,19.12,3.68,0.25,0.45,0.15,0.04,4.57,1169027.604,289983.505,162572.511,12313.316,1683.777,890.0,390.0,20.048422,2.450363,0.725015,0.169925,1224.2,75.56,1636.8607130000005,176.95960399999998,1459.901109,23.393725
37.11,449.51,18.41,25.04,1.82,20.51,59.19,20.29,1.37,0.09,0.17,0.05,0.01,1.69,840386.177,207287.488,137580.602,8736.053,1438.463,890.0,390.0,15.206244,1.858541,0.524052,0.122825,742.2,79.47999999999999,1196.708783,148.14511800000002,1048.563665,17.711662
47.27,450.08,27.57,16.32,1.32,24.71,56.22,19.06,1.92,0.17,0.17,0.04,0.02,2.33,842526.797,207826.132,137743.388,8759.354,1440.061,890.0,390.0,15.237784,1.862396,0.525361,0.123132,945.4,75.28,1199.575732,148.33280299999998,1051.242929,17.748672999999997
59.42,440.05,21.13,8.8,3.39,29.14,57.46,13.4,2.06,0.13,0.16,0.06,0.02,2.43,804859.404,198347.889,134878.929,8349.344,1411.944,890.0,390.0,14.682796,1.794564,0.502328,0.117733,1188.4,70.86,1149.12751,145.030217,1004.097293,17.097421
26.23,383.37,9.17,26.33,4.43,37.84,44.83,17.34,0.73,0.05,0.07,0.02,0.0,0.88,591999.205,144785.893,118691.734,6032.36,1253.055,890.0,390.0,11.54653,1.411243,0.372165,0.087226,524.6,62.17,864.042247,126.36714899999998,737.675098,13.417164
17.39,379.94,12.8,23.94,2.94,26.85,55.68,17.47,0.85,0.06,0.05,0.0,0.01,0.97,579117.933,141544.58,117712.163,5892.148,1243.439,890.0,390.0,11.356738,1.388046,0.364288,0.08538,347.8,73.15,846.790263,125.23775,721.5525129999999,13.194452
46.83,471.37,21.24,17.42,1.95,25.62,58.5,15.88,2.15,0.11,0.22,0.05,0.02,2.54,922480.813,227944.955,143823.582,9629.653,1499.742,890.0,390.0,16.415821,2.006378,0.574253,0.13459,936.6,74.38,1306.658745,155.342977,1151.315768,19.131042
62.55,468.11,30.89,12.85,2.56,29.89,50.98,19.13,2.81,0.12,0.23,0.05,0.04,3.25,910237.972,224864.29,142892.561,9496.39,1490.604,890.0,390.0,16.235435,1.984331,0.566766,0.132836,1251.0,70.11,1290.2618169999998,154.269555,1135.992262,18.919368
43.51,459.58,29.03,15.71,2.42,30.07,52.92,17.02,2.3,0.18,0.24,0.05,0.01,2.78,878203.789,216803.531,140456.485,9147.698,1466.692,890.0,390.0,15.763446,1.926644,0.547177,0.128245,870.1999999999999,69.94,1247.3581950000005,151.460875,1095.89732,18.365512000000003
15.65,390.84,13.37,28.07,5.29,25.71,53.99,20.3,0.91,0.05,0.07,0.03,0.01,1.07,620052.587,151844.964,120825.085,6337.721,1273.995,890.0,390.0,11.959866,1.461762,0.38932,0.091247,313.0,74.29,901.614352,128.82680100000002,772.7875510000001,13.902195
59.93,457.5,16.35,13.78,2.65,33.89,49.03,17.09,1.81,0.13,0.28,0.04,0.02,2.28,870392.405,214837.953,139862.46,9062.671,1460.861,890.0,390.0,15.648354,1.912577,0.542401,0.127125,1198.6,66.12,1236.89635,150.775992,1086.120358,18.230457
25.55,350.0,15.69,34.4,4.14,26.12,50.52,23.37,0.35,0.05,0.05,0.0,0.01,0.46,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,511.0,73.89,696.20006,115.379384,580.8206759999999,11.250437000000002
56.6,501.81,30.9,12.77,3.7,31.33,50.35,18.32,2.53,0.16,0.25,0.09,0.03,3.05,1036797.406,256710.431,152516.916,10873.99,1585.074,890.0,390.0,18.100152,2.212241,0.644157,0.150974,1132.0,68.67,1459.763817,165.36597999999998,1294.397837,21.107524
68.4,555.3,18.64,14.05,1.98,25.91,54.9,19.19,3.48,0.28,0.45,0.14,0.04,4.39,1237677.647,307257.911,167793.082,13060.572,1735.021,890.0,390.0,21.059907,2.573988,0.766994,0.179764,1368.0,74.09,1728.804233,182.978675,1545.8255580000002,24.580653
63.39,480.08,23.37,15.01,2.34,28.19,55.14,16.67,1.97,0.18,0.22,0.06,0.02,2.45,955190.981,236175.812,146311.064,9985.704,1524.159,890.0,390.0,16.89777,2.065283,0.594255,0.139278,1267.8,71.81,1350.46772,158.21092700000003,1192.256793,19.696586000000003
26.28,350.0,13.69,23.63,3.16,31.5,49.59,18.91,0.61,0.06,0.04,0.0,0.01,0.72,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,525.6,68.5,696.20006,115.379384,580.8206759999999,11.250437000000002
19.25,384.88,16.41,26.02,3.94,25.62,55.8,18.58,1.22,0.07,0.1,0.01,0.02,1.41,597669.969,146212.827,119122.974,6094.087,1257.288,890.0,390.0,11.630082,1.421455,0.375633,0.088039,385.0,74.38,871.6371450000001,126.864349,744.7727960000001,13.515209
27.27,393.53,17.2,18.0,4.39,32.79,50.46,16.75,1.38,0.06,0.12,0.01,0.02,1.59,630154.809,154386.985,121593.32,6447.684,1281.536,890.0,390.0,12.108711,1.479954,0.395497,0.092695,545.4,67.21000000000001,915.144334,129.71254000000002,785.431794,14.076857
59.85,571.9,33.8,11.35,4.37,24.01,55.21,20.79,4.31,0.27,0.62,0.09,0.04,5.33,1300018.496,322944.734,172533.862,13739.152,1781.555,890.0,390.0,21.978432,2.686253,0.805115,0.188699,1197.0,76.0,1812.297799,188.444569,1623.85323,25.658499000000003
53.85,490.2,22.88,16.29,2.03,18.21,59.23,22.56,2.2,0.14,0.31,0.06,0.03,2.73,993196.366,245739.104,149201.226,10399.392,1552.528,890.0,390.0,17.457738,2.133724,0.617495,0.144725,1077.0,81.78999999999999,1401.368616,161.54314599999998,1239.82547,20.353682000000003
37.04,450.54,17.66,22.85,2.67,23.15,54.78,22.07,1.82,0.1,0.19,0.05,0.02,2.18,844254.314,208260.827,137874.759,8778.158,1441.35,890.0,390.0,15.263237,1.865507,0.526418,0.123379,740.8,76.85,1201.8894080000002,148.484267,1053.405141,17.778541
59.15,559.17,16.2,11.46,2.65,22.38,58.9,18.71,4.13,0.29,0.46,0.13,0.04,5.05,1252211.327,310915.019,168898.312,13218.771,1745.869,890.0,390.0,21.274045,2.600161,0.775881,0.181847,1183.0,77.61,1748.2692979999997,184.252952,1564.016346,24.831934
28.18,350.0,11.54,27.56,3.32,31.83,50.31,17.86,0.9,0.03,0.1,0.0,0.0,1.04,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,563.6,68.17,696.20006,115.379384,580.8206759999999,11.250437000000002
26.2,405.51,10.89,28.27,3.89,20.69,58.0,21.31,0.73,0.08,0.13,0.02,0.01,0.97,675145.373,165707.957,125014.678,6937.407,1315.119,890.0,390.0,12.771599,1.560974,0.423008,0.099143,524.0,79.31,975.400534,133.657204,841.7433300000001,14.854724
36.27,383.43,19.4,18.74,1.16,30.88,52.62,16.49,0.97,0.09,0.21,0.02,0.02,1.32,592224.533,144842.593,118708.869,6034.813,1253.223,890.0,390.0,11.54985,1.411649,0.372303,0.087259,725.4000000000001,69.11,864.3440310000001,126.386905,737.957126,13.421061
73.19,568.84,31.65,10.37,1.96,25.93,56.67,17.4,3.36,0.28,0.63,0.14,0.04,4.46,1288526.749,320053.066,171659.959,13614.064,1772.977,890.0,390.0,21.809113,2.665558,0.798088,0.187052,1463.8,74.07,1796.906815,187.43700000000004,1609.469815,25.459811
40.04,359.19,13.63,10.66,4.37,30.45,52.53,17.03,0.53,0.06,0.04,0.0,0.0,0.64,501191.872,121936.051,111786.188,5043.922,1185.272,890.0,390.0,10.208581,1.247716,0.316637,0.074212,800.8,69.56,742.4233049999999,118.405382,624.017923,11.847146
27.32,380.67,13.44,16.12,2.5,31.65,51.39,16.96,1.0,0.04,0.11,0.02,0.01,1.17,581859.428,142234.422,117920.643,5921.989,1245.486,890.0,390.0,11.397131,1.392983,0.365965,0.085773,546.4,68.35,850.461968,125.478118,724.98385,13.241851999999998
48.21,434.21,19.24,17.13,1.77,32.01,52.47,15.52,2.0,0.11,0.08,0.02,0.02,2.22,782927.443,192829.151,133211.088,8110.615,1395.573,890.0,390.0,14.359652,1.755069,0.488917,0.11459,964.2,67.99,1119.75387,143.10727599999998,976.646594,16.718228
47.27,513.88,22.78,16.4,2.0,22.75,58.55,18.7,2.51,0.16,0.34,0.09,0.02,3.12,1082125.963,268116.452,155963.978,11367.391,1618.909,890.0,390.0,18.76802,2.293869,0.671875,0.157471,945.4,77.25,1520.4726930000002,169.340278,1351.132415,21.891235
58.67,514.38,25.84,19.93,1.22,19.01,61.24,19.75,3.47,0.25,0.36,0.14,0.04,4.27,1084003.699,268588.947,156106.772,11387.83,1620.311,890.0,390.0,18.795686,2.297251,0.673023,0.15774,1173.4,80.99000000000001,1522.987559,169.50491299999996,1353.482646,21.9237
44.73,425.05,21.65,25.02,2.92,25.44,57.93,16.63,1.05,0.1,0.15,0.02,0.01,1.35,748527.312,184173.049,130595.091,7736.169,1369.895,890.0,390.0,13.852803,1.693121,0.467881,0.10966,894.5999999999999,74.56,1073.681516,140.091155,933.590361,16.123465
61.16,500.28,25.76,12.8,3.34,22.17,57.02,20.81,2.07,0.15,0.27,0.06,0.02,2.58,1031051.532,255264.597,152079.965,10811.446,1580.785,890.0,390.0,18.015493,2.201894,0.640643,0.150151,1223.1999999999998,77.83,1452.068325,164.86219599999998,1287.206129,21.008181
52.67,462.27,27.21,7.63,1.56,20.12,58.07,21.81,2.02,0.17,0.25,0.09,0.03,2.55,888306.011,219345.552,141224.72,9257.661,1474.233,890.0,390.0,15.912292,1.944836,0.553355,0.129693,1053.4,79.88,1260.888177,152.346614,1108.541563,18.540176
39.84,462.13,19.68,15.46,1.91,30.59,52.21,17.2,1.73,0.15,0.22,0.06,0.03,2.2,887780.244,219213.254,141184.738,9251.938,1473.84,890.0,390.0,15.904545,1.943889,0.553033,0.129617,796.8000000000001,69.41,1260.1840140000002,152.30051600000002,1107.883498,18.531084
19.44,426.25,12.63,24.06,3.13,31.15,52.67,16.18,1.38,0.06,0.2,0.03,0.01,1.69,753033.88,185307.036,130937.798,7785.223,1373.259,890.0,390.0,13.919202,1.701236,0.470637,0.110306,388.8,68.85,1079.717196,140.48628,939.230916,16.201381
35.14,438.36,20.29,16.52,2.81,23.95,57.12,18.93,1.63,0.12,0.24,0.06,0.02,2.08,798512.655,196750.857,134396.283,8280.26,1407.206,890.0,390.0,14.589283,1.783135,0.498447,0.116824,702.8,76.05,1140.627261,144.473749,996.153512,16.987689
39.98,421.56,22.68,26.43,0.55,27.51,52.93,19.55,1.48,0.1,0.19,0.02,0.02,1.82,735420.712,180875.036,129598.385,7593.504,1360.112,890.0,390.0,13.659691,1.669518,0.459866,0.107781,799.5999999999999,72.48,1056.127749,138.94200099999998,917.185748,15.896856
79.32,567.08,22.4,9.52,1.88,16.47,61.92,21.62,4.12,0.26,0.41,0.13,0.05,4.96,1281917.117,318389.885,171157.322,13542.118,1768.043,890.0,390.0,21.711728,2.653655,0.794046,0.186104,1586.4,83.54,1788.054485,186.857483,1601.197002,25.345533000000003
53.08,440.67,22.64,18.32,1.3,29.76,53.11,17.13,1.74,0.11,0.26,0.03,0.02,2.17,807187.798,198933.782,135055.994,8374.689,1413.682,890.0,390.0,14.717102,1.798757,0.503752,0.118067,1061.6,70.24,1152.245945,145.23436500000005,1007.01158,17.137677999999998
63.35,540.53,25.3,9.47,2.32,24.94,55.64,19.42,3.24,0.23,0.5,0.16,0.04,4.16,1182209.313,293300.418,163574.929,12456.799,1693.617,890.0,390.0,20.24264,2.4741,0.733075,0.171814,1267.0,75.06,1654.5150760000004,178.115345,1476.3997310000002,23.621629
47.41,477.0,24.68,15.4,0.5,22.7,59.53,17.76,2.49,0.21,0.31,0.1,0.03,3.14,943624.125,233265.245,145431.449,9859.798,1515.525,890.0,390.0,16.727344,2.044453,0.587182,0.137621,948.2,77.29,1334.976142,157.196772,1177.7793700000002,19.4966
58.98,480.57,28.19,11.37,2.4,26.8,54.95,18.26,2.67,0.18,0.33,0.08,0.03,3.29,957031.163,236638.857,146451.002,10005.734,1525.532,890.0,390.0,16.924883,2.068597,0.59538,0.139542,1179.6,73.21000000000001,1352.932288,158.37226800000002,1194.56002,19.728402
27.04,419.33,14.65,16.7,3.51,31.0,50.71,18.29,1.09,0.09,0.11,0.02,0.02,1.32,727046.008,178767.71,128961.521,7502.345,1353.86,890.0,390.0,13.536299,1.654437,0.454745,0.106581,540.8,69.0,1044.9114439999998,138.20772599999998,906.703718,15.752062
22.09,355.67,15.77,24.83,2.95,26.96,55.45,17.59,0.64,0.05,0.13,0.01,0.01,0.84,487972.608,118609.689,110780.914,4900.031,1175.404,890.0,390.0,10.01381,1.223911,0.308553,0.072317,441.8,73.04,724.7186459999999,117.246349,607.472297,11.618591
59.09,486.17,24.49,10.24,3.13,34.24,50.78,14.98,2.58,0.12,0.21,0.07,0.02,3.0,978061.811,241930.797,148050.302,10234.653,1541.231,890.0,390.0,17.234747,2.106469,0.60824,0.142556,1181.8000000000002,65.76,1381.0987939999998,160.216186,1220.882608,20.092012
39.69,431.99,20.68,17.29,2.23,34.61,51.39,13.99,1.56,0.1,0.2,0.05,0.01,1.93,774590.294,190731.275,132577.08,8019.865,1389.35,890.0,390.0,14.236813,1.740055,0.483818,0.113395,793.8,65.38,1108.587864,142.37629499999997,966.211569,16.574081
51.58,531.46,21.05,16.11,1.46,25.51,55.1,19.39,2.58,0.19,0.36,0.08,0.03,3.24,1148147.175,284729.365,160984.636,12086.032,1668.191,890.0,390.0,19.740771,2.412761,0.712246,0.166933,1031.6,74.49000000000001,1608.895399,175.128859,1433.76654,23.032711
60.89,503.97,28.5,16.15,2.34,28.22,52.46,19.32,3.38,0.21,0.4,0.11,0.03,4.14,1044909.227,258751.608,153133.789,10962.287,1591.129,890.0,390.0,18.219671,2.226849,0.649117,0.152137,1217.8,71.78,1470.6280399999998,166.077205,1304.550835,21.247774000000003
57.2,533.74,28.23,14.43,2.55,27.74,54.96,17.31,2.27,0.15,0.42,0.1,0.02,2.96,1156709.653,286883.94,161635.779,12179.235,1674.582,890.0,390.0,19.86693,2.42818,0.717482,0.16816,1144.0,72.27,1620.363189,175.87959600000002,1444.483593,23.180752
31.1,362.64,21.25,21.65,3.66,31.6,54.49,13.91,0.53,0.07,0.05,0.01,0.01,0.66,514148.253,125196.264,112771.47,5184.953,1194.943,890.0,390.0,10.39948,1.271048,0.32456,0.076069,622.0,68.4,759.7758829999999,119.541366,640.234517,12.071157
31.51,407.83,14.13,17.95,2.89,31.81,51.85,16.34,1.64,0.09,0.12,0.03,0.0,1.88,683858.07,167900.333,125677.245,7032.244,1321.623,890.0,390.0,12.899971,1.576664,0.428336,0.100391,630.2,68.19,987.069515,134.421112,852.6484029999999,15.005362000000002
57.67,504.46,25.31,11.86,2.38,25.74,55.68,18.58,3.33,0.22,0.36,0.09,0.02,4.03,1046749.409,259214.652,153273.728,10982.317,1592.503,890.0,390.0,18.246785,2.230163,0.650242,0.152401,1153.4,74.25999999999999,1473.092609,166.238548,1306.854061,21.279591
63.64,504.81,41.42,14.09,2.78,27.53,57.04,15.43,2.76,0.21,0.3,0.05,0.04,3.36,1048063.824,259545.399,153373.684,10996.625,1593.484,890.0,390.0,18.266151,2.23253,0.651046,0.152589,1272.8,72.47,1474.853016,166.353793,1308.499223,21.302316
53.87,560.19,27.75,6.46,1.74,28.98,55.12,15.9,3.72,0.27,0.44,0.16,0.04,4.63,1256041.909,311878.908,169189.613,13260.467,1748.729,890.0,390.0,21.330484,2.607059,0.778223,0.182396,1077.4,71.02,1753.399626,184.588809,1568.810817,24.898162
62.08,458.6,18.57,10.96,2.32,27.34,53.82,18.84,1.68,0.11,0.24,0.06,0.02,2.11,874523.425,215877.441,140176.608,9107.637,1463.945,890.0,390.0,15.70922,1.920016,0.544927,0.127717,1241.6,72.66,1242.4290560000002,151.13819,1091.2908659999998,18.30188
76.34,503.1,28.23,10.86,1.73,31.81,50.44,17.74,2.92,0.22,0.38,0.16,0.04,3.71,1041641.966,257929.467,152885.326,10926.723,1588.69,890.0,390.0,18.171532,2.220965,0.647119,0.151669,1526.8000000000002,68.17999999999999,1466.252172,165.790739,1300.461433,21.191285
53.63,406.44,28.27,16.35,3.73,31.16,52.19,16.64,1.72,0.07,0.18,0.03,0.02,2.02,678637.963,166586.797,125280.276,6975.423,1317.726,890.0,390.0,12.823059,1.567263,0.425144,0.099643,1072.6,68.83,980.078185,133.963425,846.11476,14.915109
22.41,426.37,9.53,28.19,2.57,26.7,55.13,18.18,1.23,0.08,0.19,0.02,0.01,1.54,753484.536,185420.435,130972.069,7790.129,1373.595,890.0,390.0,13.925842,1.702048,0.470912,0.11037,448.2,73.31,1080.3207639999998,140.525793,939.794971,16.209172
39.99,404.07,12.19,25.66,0.97,31.84,50.48,17.68,1.31,0.14,0.2,0.0,0.01,1.67,669737.492,164347.173,124603.43,6878.542,1311.082,890.0,390.0,12.69192,1.551235,0.419702,0.098368,799.8000000000001,68.16,968.157719,133.18305399999997,834.9746650000001,14.761225
37.35,412.44,26.61,21.44,1.93,18.87,62.18,18.94,1.46,0.1,0.25,0.06,0.01,1.88,701170.8,172256.733,126993.811,7220.693,1334.546,890.0,390.0,13.155056,1.60784,0.438923,0.102873,747.0,81.12,1010.256583,135.93905,874.317533,15.304692
48.06,433.09,17.61,18.43,1.11,25.79,55.27,18.93,1.27,0.14,0.15,0.04,0.02,1.63,778721.314,191770.763,132891.228,8064.831,1392.433,890.0,390.0,14.297679,1.747494,0.486345,0.113987,961.2,74.2,1114.1205690000002,142.738492,971.382077,16.645505000000004
32.23,394.7,19.59,18.27,3.2,33.42,50.84,15.74,0.63,0.07,0.06,0.04,0.01,0.81,634548.712,155492.622,121927.459,6495.512,1284.816,890.0,390.0,12.173451,1.487867,0.398184,0.093324,644.5999999999999,66.58,921.029121,130.097787,790.931334,14.152826
60.07,454.19,22.04,14.54,0.72,18.21,60.77,21.02,2.43,0.19,0.2,0.1,0.03,2.95,857961.79,211710.038,138917.16,8927.364,1451.582,890.0,390.0,15.465202,1.890192,0.5348,0.125344,1201.4,81.79,1220.247934,149.686106,1070.561828,18.015538
