"Record_ID","Mass_balance_pct","Merge_domain_status","Data_quality_flag","Merge_method"
"EW-0244","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0245","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0246","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0247","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0248","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0249","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0250","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0251","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0252","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0253","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0254","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0255","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0256","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0257","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0258","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0259","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0260","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0261","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0262","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0263","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0264","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0265","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0266","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0267","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0268","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0269","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0270","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0271","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0272","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0273","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0274","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0275","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0276","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0277","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0278","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0279","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0280","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0281","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0282","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0283","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0284","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0285","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0286","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0287","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0288","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0289","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0290","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0291","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0292","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0293","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0294","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0295","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0296","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0297","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0298","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0299","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0300","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0301","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0302","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0303","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0304","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0305","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0306","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0307","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0308","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0309","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0310","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0311","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0312","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0313","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0314","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0315","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0316","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0317","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0318","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0319","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0320","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0321","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0322","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0323","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0324","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0325","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0326","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0327","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0328","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0329","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0330","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0331","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0332","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0333","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0334","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0335","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0336","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0337","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0338","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0339","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0340","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0341","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0342","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0343","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0344","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0345","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0346","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0347","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0348","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0349","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0350","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0351","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0352","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0353","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0354","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0355","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0356","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0357","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0358","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0359","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0360","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0361","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0362","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0363","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0364","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0365","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0366","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0367","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0368","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0369","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0370","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0371","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0372","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0373","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0374","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0375","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0376","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0377","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0378","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0379","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0380","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0381","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0382","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0383","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0384","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0385","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0386","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0387","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0388","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0389","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0390","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0391","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0392","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0393","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0394","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0395","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0396","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0397","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0398","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0399","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0400","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0401","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0402","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0403","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0404","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0405","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0406","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0407","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0408","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0409","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0410","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0411","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0412","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0413","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0414","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0415","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0416","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0417","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0418","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0419","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0420","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0421","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0422","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0423","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0424","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0425","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0426","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0427","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0428","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0429","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0430","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0431","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0432","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0433","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0434","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0435","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0436","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0437","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0438","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0439","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0440","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0441","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0442","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0443","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0444","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0445","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0446","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0447","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0448","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0449","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0450","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0451","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0452","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0453","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0454","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0455","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0456","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0457","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0458","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0459","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0460","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0461","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0462","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0463","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0464","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0465","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0466","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0467","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0468","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0469","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0470","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0471","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0472","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0473","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0474","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0475","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0476","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0477","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0478","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0479","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0480","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0481","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0482","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0483","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0484","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0485","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
